route_short_name,prev_stop_name,stop_name,avg_travel_time,trip_count,avg_time_readable
RE8,Bonn-Oberkassel,Niederdollendorf,0 days 00:04:00,61,4 Min 0 Sec
RE8,Boxberg-Wölchingen,Eubigheim,0 days 00:09:00,2,9 Min 0 Sec
RE8,Boxberg-Wölchingen,Königshofen(Baden),0 days 00:08:00,3,8 Min 0 Sec
RE8,Boxberg-Wölchingen,Lauda,0 days 00:10:00,2,10 Min 0 Sec
RE8,Bremen Hbf,Bremen-Mahndorf,0 days 00:17:27.692307692,13,17 Min 27 Sec
RE8,Bremen Hbf,Bremen-Sebaldsbrück,0 days 00:05:00,3,5 Min 0 Sec
RE8,Bremen Hbf,Osterholz-Scharmbeck,0 days 00:28:35,12,28 Min 35 Sec
RE8,Bremen-Mahndorf,Achim,0 days 00:05:00,16,5 Min 0 Sec
RE8,Bremen-Mahndorf,Bremen Hbf,0 days 00:08:18.947368421,19,8 Min 18 Sec
RE8,Bremen-Mahndorf,Bremen-Sebaldsbrück,0 days 00:03:30,2,3 Min 30 Sec
RE8,Bremen-Sebaldsbrück,Bremen Hbf,0 days 00:06:00,2,6 Min 0 Sec
RE8,Bremen-Sebaldsbrück,Bremen-Mahndorf,0 days 00:04:20,3,4 Min 20 Sec
RE8,Bremerhaven Hbf,Bremerhaven-Lehe,0 days 00:05:00,12,5 Min 0 Sec
RE8,Bremerhaven Hbf,Osterholz-Scharmbeck,0 days 00:22:00,9,22 Min 0 Sec
RE8,Bremerhaven-Lehe,Bremerhaven Hbf,0 days 00:04:00,9,4 Min 0 Sec
RE8,Breyell,Boisheim,0 days 00:04:00,2,4 Min 0 Sec
RE8,Breyell,Kaldenkirchen,0 days 00:06:00,1,6 Min 0 Sec
RE8,Dabendorf,Rangsdorf,0 days 00:05:55.714285714,28,5 Min 55 Sec
RE8,Dabendorf,Zossen,0 days 00:03:32.142857142,28,3 Min 32 Sec
RE8,Dahlewitz,Rangsdorf,0 days 00:04:00,28,4 Min 0 Sec
RE8,Dallgow-Döberitz,Berlin-Staaken,0 days 00:05:36.428571428,28,5 Min 36 Sec
RE8,Dallgow-Döberitz,Elstal,0 days 00:04:55.714285714,28,4 Min 55 Sec
RE8,Doberlug-Kirchhain,Elsterwerda,0 days 00:10:36,5,10 Min 36 Sec
RE8,Doberlug-Kirchhain,Luckau-Uckro,0 days 00:14:00,5,14 Min 0 Sec
RE8,Doberlug-Kirchhain,Rückersdorf,0 days 00:04:54.545454545,11,4 Min 54 Sec
RE8,Doberlug-Kirchhain,Walddrehna,0 days 00:09:10,12,9 Min 10 Sec
RE8,Drahnsdorf,Golßen(Niederlausitz),0 days 00:04:00,12,4 Min 0 Sec
RE8,Drahnsdorf,Luckau-Uckro,0 days 00:06:00,10,6 Min 0 Sec
RE8,Dörverden,Eystrup,0 days 00:06:00,16,6 Min 0 Sec
RE8,Dörverden,Verden(Aller),0 days 00:06:00,21,6 Min 0 Sec
RE8,Dülken,Boisheim,0 days 00:05:00,1,5 Min 0 Sec
RE8,Dülken,Viersen,0 days 00:05:00,2,5 Min 0 Sec
RE8,Eichenberg,Arenshausen,0 days 00:03:56.470588235,17,3 Min 56 Sec
RE8,Eichenberg,Witzenhausen Nord,0 days 00:04:57.142857142,21,4 Min 57 Sec
RE8,Eilvese,Hagen(Han),0 days 00:04:00,1,4 Min 0 Sec
RE8,Eilvese,Neustadt am Rübenberge,0 days 00:04:00,1,4 Min 0 Sec
RE8,Elstal,Dallgow-Döberitz,0 days 00:03:08.571428571,28,3 Min 8 Sec
RE8,Elstal,Wustermark,0 days 00:05:00,1,5 Min 0 Sec
RE8,Elsterwerda,Doberlug-Kirchhain,0 days 00:09:12,5,9 Min 12 Sec
RE8,Elsterwerda,Hohenleipisch,0 days 00:04:10,12,4 Min 10 Sec
RE8,Erpel(Rhein),Unkel,0 days 00:03:00,2,3 Min 0 Sec
RE8,Etelsen,Baden(Verden),0 days 00:03:40,3,3 Min 40 Sec
RE8,Etelsen,Langwedel,0 days 00:05:00,3,5 Min 0 Sec
RE8,Eubigheim,Boxberg-Wölchingen,0 days 00:08:12,5,8 Min 12 Sec
RE8,Eubigheim,Rosenberg(Baden),0 days 00:05:00,2,5 Min 0 Sec
RE8,Eystrup,Dörverden,0 days 00:06:00,21,6 Min 0 Sec
RE8,Eystrup,Nienburg(Weser),0 days 00:10:22.500000,16,10 Min 22 Sec
RE8,Friedrich Wilhelmshütte,Menden(Rheinl),0 days 00:04:00,61,4 Min 0 Sec
RE8,Friedrich Wilhelmshütte,Troisdorf,0 days 00:03:02.352941176,51,3 Min 2 Sec
RE8,Fuldatal-Ihringshausen,Speele,0 days 00:05:00,1,5 Min 0 Sec
RE8,Gebra(Hainleite),Bleicherode Ost,0 days 00:04:00,3,4 Min 0 Sec
RE8,Gerlachsheim,Grünsfeld,0 days 00:03:00,2,3 Min 0 Sec
RE8,Gernrode-Niederorschel,Bernterode,0 days 00:04:00,3,4 Min 0 Sec
RE8,Gernrode-Niederorschel,Leinefelde,0 days 00:05:00,8,5 Min 0 Sec
RE8,Geroldshausen,Reichenberg(Unterfr),0 days 00:05:00,2,5 Min 0 Sec
RE8,Gertenbach,Witzenhausen Nord,0 days 00:05:00,1,5 Min 0 Sec
RE8,Golßen(Niederlausitz),Baruth(Mark),0 days 00:07:00,5,7 Min 0 Sec
RE8,Golßen(Niederlausitz),Drahnsdorf,0 days 00:04:12,10,4 Min 12 Sec
RE8,Golßen(Niederlausitz),Klasdorf Glashütte,0 days 00:05:00,12,5 Min 0 Sec
RE8,Golßen(Niederlausitz),Luckau-Uckro,0 days 00:09:00,5,9 Min 0 Sec
RE8,Grevenbroich,Jüchen,0 days 00:05:57,20,5 Min 57 Sec
RE8,Grevenbroich,Rommerskirchen,0 days 00:08:03.157894736,38,8 Min 3 Sec
RE8,Grünsfeld,Lauda,0 days 00:08:00,2,8 Min 0 Sec
RE8,Grünsfeld,Zimmern(Main-Tauber),0 days 00:03:00,2,3 Min 0 Sec
RE8,Görsbach,Berga-Kelbra,0 days 00:05:48,20,5 Min 48 Sec
RE8,Görsbach,Heringen(Helme),0 days 00:04:00,25,4 Min 0 Sec
RE8,Hagen(Han),Eilvese,0 days 00:04:00,1,4 Min 0 Sec
RE8,Hagen(Han),Linsburg,0 days 00:05:00,1,5 Min 0 Sec
RE8,Halle(Saale)Hbf,Röblingen am See,0 days 00:18:00,23,18 Min 0 Sec
RE8,Hamburg Hbf,Ahrensburg,0 days 00:15:00,1,15 Min 0 Sec
RE8,Hamburg Hbf,Bad Oldesloe,0 days 00:25:00,42,25 Min 0 Sec
RE8,Hann Münden,Hedemünden,0 days 00:07:00,1,7 Min 0 Sec
RE8,Hann Münden,Kassel Hbf,0 days 00:18:00,4,18 Min 0 Sec
RE8,Hann Münden,Kassel-Wilhelmshöhe,0 days 00:18:45.882352941,17,18 Min 45 Sec
RE8,Hann Münden,Witzenhausen Nord,0 days 00:12:51.428571428,14,12 Min 51 Sec
RE8,Hannover Hbf,Wunstorf,0 days 00:13:00,21,13 Min 0 Sec
RE8,Hausen(Eichsfeld),Gernrode-Niederorschel,0 days 00:03:00,3,3 Min 0 Sec
RE8,Hedemünden,Gertenbach,0 days 00:03:00,1,3 Min 0 Sec
RE8,Heilbad Heiligenstadt,Bodenrode,0 days 00:05:00,2,5 Min 0 Sec
RE8,Heilbad Heiligenstadt,Leinefelde,0 days 00:11:44,15,11 Min 44 Sec
RE8,Heilbad Heiligenstadt,Uder,0 days 00:04:00,25,4 Min 0 Sec
RE8,Heilbronn Hbf,Bietigheim-Bissingen,0 days 00:19:45.714285714,21,19 Min 45 Sec
RE8,Heilbronn Hbf,Heilbronn Sülmertor,0 days 00:03:00,2,3 Min 0 Sec
RE8,Heilbronn Hbf,Lauffen(Neckar),0 days 00:08:24.545454545,22,8 Min 24 Sec
RE8,Heilbronn Hbf,Neckarsulm,0 days 00:05:18.947368421,38,5 Min 18 Sec
RE8,Heilbronn Sülmertor,Neckarsulm,0 days 00:04:00,4,4 Min 0 Sec
RE8,Herbolzheim(Jagst),Neudenau,0 days 00:03:00,2,3 Min 0 Sec
RE8,Heringen(Helme),Görsbach,0 days 00:04:00,20,4 Min 0 Sec
RE8,Heringen(Helme),Nordhausen,0 days 00:07:00,25,7 Min 0 Sec
RE8,Hochneukirch,Jüchen,0 days 00:03:00,38,3 Min 0 Sec
RE8,Hochneukirch,Rheydt-Odenkirchen,0 days 00:04:42,20,4 Min 42 Sec
RE8,Hohenleipisch,Elsterwerda,0 days 00:04:43.636363636,11,4 Min 43 Sec
RE8,Hohenleipisch,Rückersdorf,0 days 00:06:00,12,6 Min 0 Sec
RE8,Jüchen,Grevenbroich,0 days 00:06:00,38,6 Min 0 Sec
RE8,Jüchen,Hochneukirch,0 days 00:03:03,20,3 Min 3 Sec
RE8,Kaldenkirchen,Breyell,0 days 00:03:00,2,3 Min 0 Sec
RE8,Kassel Hbf,Vellmar-Niedervellmar,0 days 00:04:00,1,4 Min 0 Sec
RE8,Kassel-Wilhelmshöhe,Hann Münden,0 days 00:16:00,14,16 Min 0 Sec
RE8,Kirchheim(Neckar),Lauffen(Neckar),0 days 00:04:20,9,4 Min 20 Sec
RE8,Kirchheim(Unterfr),Geroldshausen,0 days 00:06:00,2,6 Min 0 Sec
RE8,Klasdorf Glashütte,Baruth(Mark),0 days 00:04:00,12,4 Min 0 Sec
RE8,Klasdorf Glashütte,Golßen(Niederlausitz),0 days 00:04:48,10,4 Min 48 Sec
RE8,Koblenz Stadtmitte,Koblenz Hbf,0 days 00:03:00,58,3 Min 0 Sec
RE8,Koblenz-Lützel,Koblenz Stadtmitte,0 days 00:03:50,54,3 Min 50 Sec
RE8,Koblenz-Lützel,Urmitz Rheinbrücke,0 days 00:06:58.800000,50,6 Min 58 Sec
RE8,Köln Hbf,Köln Messe/Deutz,0 days 00:05:54.285714285,63,5 Min 54 Sec
RE8,Köln Hbf,Köln-Ehrenfeld,0 days 00:09:31.836734693,49,9 Min 31 Sec
RE8,Köln Messe/Deutz,Köln Hbf,0 days 00:05:00,51,5 Min 0 Sec
RE8,Köln Messe/Deutz,Porz(Rhein),0 days 00:06:00,62,6 Min 0 Sec
RE8,Köln-Ehrenfeld,Köln Hbf,0 days 00:06:58.235294117,68,6 Min 58 Sec
RE8,Köln-Ehrenfeld,Pulheim,0 days 00:08:55.555555555,54,8 Min 55 Sec
RE8,Königshofen(Baden),Lauda,0 days 00:03:00,3,3 Min 0 Sec
RE8,Königswinter,Niederdollendorf,0 days 00:03:00,49,3 Min 0 Sec
RE8,Königswinter,Rhöndorf,0 days 00:04:00,61,4 Min 0 Sec
RE8,Langwedel,Etelsen,0 days 00:04:20,3,4 Min 20 Sec
RE8,Langwedel,Verden(Aller),0 days 00:05:40,3,5 Min 40 Sec
RE8,Lauda,Boxberg-Wölchingen,0 days 00:08:00,2,8 Min 0 Sec
RE8,Lauda,Gerlachsheim,0 days 00:05:00,2,5 Min 0 Sec
RE8,Lauda,Osterburken,0 days 00:22:12.972972972,37,22 Min 12 Sec
RE8,Lauda,Würzburg Hbf,0 days 00:31:24.615384615,39,31 Min 24 Sec
RE8,Lauffen(Neckar),Bietigheim-Bissingen,0 days 00:11:13.636363636,22,11 Min 13 Sec
RE8,Lauffen(Neckar),Heilbronn Hbf,0 days 00:08:23.333333333,18,8 Min 23 Sec
RE8,Lauffen(Neckar),Nordheim(Württ),0 days 00:04:46.666666666,9,4 Min 46 Sec
RE8,Leinefelde,Hausen(Eichsfeld),0 days 00:14:40,3,14 Min 40 Sec
RE8,Leinefelde,Heilbad Heiligenstadt,0 days 00:12:00,25,12 Min 0 Sec
RE8,Leinefelde,Sollstedt,0 days 00:11:55.714285714,14,11 Min 55 Sec
RE8,Linsburg,Hagen(Han),0 days 00:05:00,1,5 Min 0 Sec
RE8,Linsburg,Nienburg(Weser),0 days 00:06:00,1,6 Min 0 Sec
RE8,Linz(Rhein),Bad Hönningen,0 days 00:04:55.862068965,58,4 Min 55 Sec
RE8,Linz(Rhein),Erpel(Rhein),0 days 00:03:00,2,3 Min 0 Sec
RE8,Linz(Rhein),Unkel,0 days 00:04:00,49,4 Min 0 Sec
RE8,Luckau-Uckro,Doberlug-Kirchhain,0 days 00:13:00,5,13 Min 0 Sec
RE8,Luckau-Uckro,Drahnsdorf,0 days 00:05:00,12,5 Min 0 Sec
RE8,Luckau-Uckro,Golßen(Niederlausitz),0 days 00:08:48,5,8 Min 48 Sec
RE8,Luckau-Uckro,Walddrehna,0 days 00:07:00,10,7 Min 0 Sec
RE8,Ludwigsburg,Bietigheim-Bissingen,0 days 00:08:20.425531914,47,8 Min 20 Sec
RE8,Ludwigsburg,Stuttgart Hbf,0 days 00:13:50.232558139,43,13 Min 50 Sec
RE8,Lutherstadt Eisleben,Röblingen am See,0 days 00:09:00,19,9 Min 0 Sec
RE8,Lutherstadt Eisleben,Wolferode,0 days 00:04:00,25,4 Min 0 Sec
RE8,Lübeck Hbf,Lübeck-Moisling,0 days 00:05:00,88,5 Min 0 Sec
RE8,Lübeck-Moisling,Lübeck Hbf,0 days 00:09:18,110,9 Min 18 Sec
RE8,Lübeck-Moisling,Reinfeld(Holst),0 days 00:07:00,88,7 Min 0 Sec
RE8,Menden(Rheinl),Bonn-Beuel,0 days 00:05:00,61,5 Min 0 Sec
RE8,Menden(Rheinl),Friedrich Wilhelmshütte,0 days 00:03:00,2,3 Min 0 Sec
RE8,Möckmühl,Bad Friedrichshall Hbf,0 days 00:17:53.846153846,39,17 Min 53 Sec
RE8,Möckmühl,Osterburken,0 days 00:12:05,36,12 Min 5 Sec
RE8,Möckmühl,Roigheim,0 days 00:05:00,4,5 Min 0 Sec
RE8,Mönchengladbach Hbf,Rheydt Hbf,0 days 00:03:06.315789473,38,3 Min 6 Sec
RE8,Mönchengladbach Hbf,Viersen,0 days 00:09:00,1,9 Min 0 Sec
RE8,Neckarsulm,Bad Friedrichshall Hbf,0 days 00:05:04.500000,40,5 Min 4 Sec
RE8,Neckarsulm,Heilbronn Hbf,0 days 00:05:56.923076923,39,5 Min 56 Sec
RE8,Neudenau,Siglingen,0 days 00:04:00,2,4 Min 0 Sec
RE8,Neuhof(b Zossen),Baruth(Mark),0 days 00:06:47.142857142,28,6 Min 47 Sec
RE8,Neuhof(b Zossen),Wünsdorf-Waldstadt,0 days 00:03:15,28,3 Min 15 Sec
RE8,Neustadt am Rübenberge,Eilvese,0 days 00:05:00,1,5 Min 0 Sec
RE8,Neustadt am Rübenberge,Nienburg(Weser),0 days 00:15:00,20,15 Min 0 Sec
RE8,Neustadt am Rübenberge,Poggenhagen,0 days 00:05:00,1,5 Min 0 Sec
RE8,Neustadt am Rübenberge,Wunstorf,0 days 00:08:44,15,8 Min 44 Sec
RE8,Neuwied,Rheinbrohl,0 days 00:09:00,50,9 Min 0 Sec
RE8,Neuwied,Urmitz Rheinbrücke,0 days 00:05:00,58,5 Min 0 Sec
RE8,Niederdollendorf,Bonn-Oberkassel,0 days 00:03:00,51,3 Min 0 Sec
RE8,Nienburg(Weser),Eystrup,0 days 00:09:00,21,9 Min 0 Sec
RE8,Nienburg(Weser),Linsburg,0 days 00:06:00,1,6 Min 0 Sec
RE8,Nienburg(Weser),Neustadt am Rübenberge,0 days 00:13:08,15,13 Min 8 Sec
RE8,Nohra(Wipper),Wolkramshausen,0 days 00:03:00,3,3 Min 0 Sec
RE8,Nordhausen,Heringen(Helme),0 days 00:06:36,20,6 Min 36 Sec
RE8,Nordhausen,Wolkramshausen,0 days 00:05:48,25,5 Min 48 Sec
RE8,Nordheim(Württ),Heilbronn Hbf,0 days 00:05:26.666666666,9,5 Min 26 Sec
RE8,Osterburken,Eubigheim,0 days 00:08:00,2,8 Min 0 Sec
RE8,Osterburken,Lauda,0 days 00:23:15.428571428,35,23 Min 15 Sec
RE8,Osterburken,Möckmühl,0 days 00:12:06.857142857,35,12 Min 6 Sec
RE8,Osterburken,Roigheim,0 days 00:08:00,4,8 Min 0 Sec
RE8,Osterburken,Rosenberg(Baden),0 days 00:05:00,3,5 Min 0 Sec
RE8,Osterholz-Scharmbeck,Bremen Hbf,0 days 00:14:00,9,14 Min 0 Sec
RE8,Osterholz-Scharmbeck,Bremerhaven Hbf,0 days 00:21:00,12,21 Min 0 Sec
RE8,Poggenhagen,Neustadt am Rübenberge,0 days 00:03:00,1,3 Min 0 Sec
RE8,Poggenhagen,Wunstorf,0 days 00:04:00,1,4 Min 0 Sec
RE8,Porz(Rhein),Köln Messe/Deutz,0 days 00:10:52.340425531,47,10 Min 52 Sec
RE8,Porz(Rhein),Troisdorf,0 days 00:09:57.096774193,62,9 Min 57 Sec
RE8,Pulheim,Köln-Ehrenfeld,0 days 00:08:10.684931506,73,8 Min 10 Sec
RE8,Pulheim,Stommeln,0 days 00:03:01.111111111,54,3 Min 1 Sec
RE8,Rangsdorf,Dabendorf,0 days 00:05:57.857142857,28,5 Min 57 Sec
RE8,Rangsdorf,Dahlewitz,0 days 00:04:34.285714285,28,4 Min 34 Sec
RE8,Reichenberg(Unterfr),Würzburg Süd,0 days 00:06:00,2,6 Min 0 Sec
RE8,Reinfeld(Holst),Bad Oldesloe,0 days 00:07:00,84,7 Min 0 Sec
RE8,Reinfeld(Holst),Hamburg Hbf,0 days 00:38:15,4,38 Min 15 Sec
RE8,Reinfeld(Holst),Lübeck-Moisling,0 days 00:07:00,110,7 Min 0 Sec
RE8,Rheinbrohl,Bad Hönningen,0 days 00:03:00,50,3 Min 0 Sec
RE8,Rheinbrohl,Neuwied,0 days 00:09:00,58,9 Min 0 Sec
RE8,Rheydt Hbf,Mönchengladbach Hbf,0 days 00:06:03,20,6 Min 3 Sec
RE8,Rheydt Hbf,Rheydt-Odenkirchen,0 days 00:03:56.842105263,38,3 Min 56 Sec
RE8,Rheydt-Odenkirchen,Hochneukirch,0 days 00:05:00,38,5 Min 0 Sec
RE8,Rheydt-Odenkirchen,Rheydt Hbf,0 days 00:03:15,20,3 Min 15 Sec
RE8,Rhöndorf,Bad Honnef(Rhein),0 days 00:03:00,61,3 Min 0 Sec
RE8,Rhöndorf,Königswinter,0 days 00:03:00,51,3 Min 0 Sec
RE8,Riestedt,Blankenheim(Sangerhausen),0 days 00:04:00,1,4 Min 0 Sec
RE8,Roigheim,Möckmühl,0 days 00:05:00,4,5 Min 0 Sec
RE8,Roigheim,Osterburken,0 days 00:08:00,2,8 Min 0 Sec
RE8,Roigheim,Sennfeld,0 days 00:04:00,2,4 Min 0 Sec
RE8,Rommerskirchen,Grevenbroich,0 days 00:08:00,20,8 Min 0 Sec
RE8,Rommerskirchen,Stommeln,0 days 00:04:20.547945205,73,4 Min 20 Sec
RE8,Rosenberg(Baden),Eubigheim,0 days 00:05:00,3,5 Min 0 Sec
RE8,Rosenberg(Baden),Osterburken,0 days 00:05:00,2,5 Min 0 Sec
RE8,Roßla,Bennungen,0 days 00:04:40,6,4 Min 40 Sec
RE8,Roßla,Berga-Kelbra,0 days 00:04:00,11,4 Min 0 Sec
RE8,Roßla,Görsbach,0 days 00:09:00,14,9 Min 0 Sec
RE8,Roßla,Sangerhausen,0 days 00:15:00,14,15 Min 0 Sec
RE8,Röblingen am See,Angersdorf,0 days 00:12:00,4,12 Min 0 Sec
RE8,Röblingen am See,Halle(Saale)Hbf,0 days 00:20:07.500000,16,20 Min 7 Sec
RE8,Röblingen am See,Lutherstadt Eisleben,0 days 00:09:00,25,9 Min 0 Sec
RE8,Rückersdorf,Doberlug-Kirchhain,0 days 00:04:50,12,4 Min 50 Sec
RE8,Rückersdorf,Hohenleipisch,0 days 00:05:16.363636363,11,5 Min 16 Sec
RE8,Sangerhausen,Blankenheim(Sangerhausen),0 days 00:09:00,4,9 Min 0 Sec
RE8,Sangerhausen,Riestedt,0 days 00:10:00,1,10 Min 0 Sec
RE8,Sangerhausen,Roßla,0 days 00:13:00,25,13 Min 0 Sec
RE8,Sangerhausen,Wolferode,0 days 00:14:55.714285714,14,14 Min 55 Sec
RE8,Sennfeld,Adelsheim Ost,0 days 00:03:00,2,3 Min 0 Sec
RE8,Siglingen,Züttlingen,0 days 00:04:00,2,4 Min 0 Sec
RE8,Sollstedt,Bernterode,0 days 00:04:00,8,4 Min 0 Sec
RE8,Sollstedt,Bleicherode Ost,0 days 00:06:00,14,6 Min 0 Sec
RE8,Sollstedt,Gebra(Hainleite),0 days 00:04:00,3,4 Min 0 Sec
RE8,Sollstedt,Leinefelde,0 days 00:12:00,17,12 Min 0 Sec
RE8,Speele,Hann Münden,0 days 00:07:00,1,7 Min 0 Sec
RE8,Stommeln,Pulheim,0 days 00:04:01.643835616,73,4 Min 1 Sec
RE8,Stommeln,Rommerskirchen,0 days 00:04:58.888888888,54,4 Min 58 Sec
RE8,Stuttgart Hbf,Ludwigsburg,0 days 00:10:43.404255319,47,10 Min 43 Sec
RE8,Troisdorf,Friedrich Wilhelmshütte,0 days 00:03:03.103448275,58,3 Min 3 Sec
RE8,Troisdorf,Köln-Ehrenfeld,0 days 00:36:30,2,36 Min 30 Sec
RE8,Troisdorf,Porz(Rhein),0 days 00:09:53.617021276,47,9 Min 53 Sec
RE8,Uder,Arenshausen,0 days 00:06:00,25,6 Min 0 Sec
RE8,Uder,Heilbad Heiligenstadt,0 days 00:04:00,17,4 Min 0 Sec
RE8,Unkel,Bad Honnef(Rhein),0 days 00:04:00,51,4 Min 0 Sec
RE8,Unkel,Linz(Rhein),0 days 00:06:07.868852459,61,6 Min 7 Sec
RE8,Untergriesheim,Herbolzheim(Jagst),0 days 00:04:00,2,4 Min 0 Sec
RE8,Urmitz Rheinbrücke,Koblenz-Lützel,0 days 00:10:18.620689655,58,10 Min 18 Sec
RE8,Urmitz Rheinbrücke,Neuwied,0 days 00:07:48,50,7 Min 48 Sec
RE8,Vellmar-Niedervellmar,Fuldatal-Ihringshausen,0 days 00:03:00,1,3 Min 0 Sec
RE8,Verden(Aller),Achim,0 days 00:10:46.666666666,18,10 Min 46 Sec
RE8,Verden(Aller),Dörverden,0 days 00:06:00,16,6 Min 0 Sec
RE8,Verden(Aller),Langwedel,0 days 00:05:40,3,5 Min 40 Sec
RE8,Viersen,Dülken,0 days 00:05:00,1,5 Min 0 Sec
RE8,Viersen,Mönchengladbach Hbf,0 days 00:08:00,2,8 Min 0 Sec
RE8,Walddrehna,Doberlug-Kirchhain,0 days 00:09:00,10,9 Min 0 Sec
RE8,Walddrehna,Luckau-Uckro,0 days 00:07:00,12,7 Min 0 Sec
RE8,Walheim(Württ),Kirchheim(Neckar),0 days 00:03:20,9,3 Min 20 Sec
RE8,Wallhausen(Helme),Sangerhausen,0 days 00:06:00,6,6 Min 0 Sec
RE8,Werther,Nordhausen,0 days 00:04:00,3,4 Min 0 Sec
RE8,Wingerode,Beuren,0 days 00:03:00,2,3 Min 0 Sec
RE8,Wipperdorf,Nohra(Wipper),0 days 00:03:00,3,3 Min 0 Sec
RE8,Wittighausen,Gaubüttelbrunn,0 days 00:04:00,2,4 Min 0 Sec
RE8,Wittighausen,Grünsfeld,0 days 00:07:00,2,7 Min 0 Sec
RE8,Witzenhausen Nord,Eichenberg,0 days 00:05:12,15,5 Min 12 Sec
RE8,Witzenhausen Nord,Hann Münden,0 days 00:13:00,21,13 Min 0 Sec
RE8,Wolferode,Lutherstadt Eisleben,0 days 00:03:31.578947368,19,3 Min 31 Sec
RE8,Wolferode,Sangerhausen,0 days 00:13:00,25,13 Min 0 Sec
RE8,Wolkramshausen,Bleicherode Ost,0 days 00:07:12,25,7 Min 12 Sec
RE8,Wolkramshausen,Nordhausen,0 days 00:06:00,14,6 Min 0 Sec
RE8,Wolkramshausen,Werther,0 days 00:03:00,3,3 Min 0 Sec
RE8,Wunstorf,Hannover Hbf,0 days 00:12:52.500000,16,12 Min 52 Sec
RE8,Wunstorf,Neustadt am Rübenberge,0 days 00:06:09,20,6 Min 9 Sec
RE8,Wunstorf,Poggenhagen,0 days 00:04:00,1,4 Min 0 Sec
RE8,Wustermark,Elstal,0 days 00:05:00,2,5 Min 0 Sec
RE8,Wünsdorf-Waldstadt,Neuhof(b Zossen),0 days 00:03:36.428571428,28,3 Min 36 Sec
RE8,Wünsdorf-Waldstadt,Zossen,0 days 00:08:00,28,8 Min 0 Sec
RE8,Würzburg Hbf,Lauda,0 days 00:31:03.529411764,34,31 Min 3 Sec
RE8,Würzburg Hbf,Wittighausen,0 days 00:17:00,2,17 Min 0 Sec
RE8,Würzburg Süd,Würzburg Hbf,0 days 00:05:00,2,5 Min 0 Sec
RE8,Zimmern(Main-Tauber),Wittighausen,0 days 00:04:00,2,4 Min 0 Sec
RE8,Zossen,Dabendorf,0 days 00:03:23.571428571,28,3 Min 23 Sec
RE8,Zossen,Wünsdorf-Waldstadt,0 days 00:08:36.428571428,28,8 Min 36 Sec
RE8,Züttlingen,Möckmühl,0 days 00:04:00,2,4 Min 0 Sec
RE80,Ahrensburg,Bad Oldesloe,0 days 00:11:41.886792452,53,11 Min 41 Sec
RE80,Ahrensburg,Hamburg Hbf,0 days 00:16:57,40,16 Min 57 Sec
RE80,Althegnenberg,Haspelmoor,0 days 00:04:00,3,4 Min 0 Sec
RE80,Althegnenberg,Mering,0 days 00:04:30,6,4 Min 30 Sec
RE80,Ansbach,Oberdachstetten,0 days 00:19:30.697674418,43,19 Min 30 Sec
RE80,Ansbach,Triesdorf,0 days 00:18:14.347826086,46,18 Min 14 Sec
RE80,Augsburg Haunstetterstraße,Augsburg Hbf,0 days 00:03:34,30,3 Min 34 Sec
RE80,Augsburg Haunstetterstraße,Augsburg-Hochzoll,0 days 00:03:00,21,3 Min 0 Sec
RE80,Augsburg Hbf,Augsburg Haunstetterstraße,0 days 00:12:11.428571428,21,12 Min 11 Sec
RE80,Augsburg Hbf,Augsburg-Oberhausen,0 days 00:10:57.931034482,29,10 Min 57 Sec
RE80,Augsburg-Hochzoll,Augsburg Haunstetterstraße,0 days 00:03:20,30,3 Min 20 Sec
RE80,Augsburg-Hochzoll,Kissing,0 days 00:05:00,22,5 Min 0 Sec
RE80,Augsburg-Oberhausen,Augsburg Hbf,0 days 00:03:52.800000,25,3 Min 52 Sec
RE80,Augsburg-Oberhausen,Gersthofen,0 days 00:05:00,2,5 Min 0 Sec
RE80,Augsburg-Oberhausen,Meitingen,0 days 00:11:06.666666666,27,11 Min 6 Sec
RE80,Bad König,Höchst(Odenw),0 days 00:05:07.500000,8,5 Min 7 Sec
RE80,Bad König,Michelstadt,0 days 00:06:00,7,6 Min 0 Sec
RE80,Bad Oldesloe,Ahrensburg,0 days 00:11:41.111111111,54,11 Min 41 Sec
RE80,Bad Oldesloe,Reinfeld(Holst),0 days 00:05:55.500000,40,5 Min 55 Sec
RE80,Burgbernheim-Wildbad,Oberdachstetten,0 days 00:06:51.627906976,43,6 Min 51 Sec
RE80,Burgbernheim-Wildbad,Steinach(bei Rothenburg ob der Tauber),0 days 00:03:40.465116279,43,3 Min 40 Sec
RE80,Bäumenheim,Donauwörth,0 days 00:05:00,2,5 Min 0 Sec
RE80,Bäumenheim,Mertingen Bahnhof,0 days 00:03:00,1,3 Min 0 Sec
RE80,Crailsheim,Eckartshausen-Ilshofen,0 days 00:07:46.666666666,9,7 Min 46 Sec
RE80,Darmstadt Hbf,Darmstadt Nord,0 days 00:04:00,7,4 Min 0 Sec
RE80,Darmstadt Nord,Darmstadt Hbf,0 days 00:05:12,10,5 Min 12 Sec
RE80,Darmstadt Nord,Darmstadt Ost,0 days 00:04:00,7,4 Min 0 Sec
RE80,Darmstadt Ost,Darmstadt Nord,0 days 00:04:54,10,4 Min 54 Sec
RE80,Darmstadt Ost,Ober Ramstadt,0 days 00:09:00,7,9 Min 0 Sec
